eventCode,teamNumber,name,year
NJ,133,Regional Winners,2001
PA,134,Imagery Award,2001
NAT,135,Championship Division Finalists - Galileo,2001
IL,135,"Delphi ""Driving Tomorrow's Technology"" Award",2001
IL,135,Regional Finalists,2001
NAT,141,Championship Division Finalists - Newton,2001
MI1,141,Xerox Creativity Award,2001
NAT,144,Championship Finalist,2001
NAT,144,Championship Division Winners - Archimedes,2001
MI1,144,#1 Seed,2001
NAT,145,Clarkson University Part. Scholarship,2001
NJ,145,Regional Finalists,2001
FL,147,Regional Finalists,2001
TX,148,Regional Winners,2001
TX,148,Leadership in Controls Award,2001
NAT,151,AutoDesk Honorable Mention-Content Communication,2001
CT,151,Leadership in Controls Award,2001
CT,155,DaimlerChrysler Team Spirit Award,2001
NAT,159,Rocky Mountain Scholarship,2001
CA2,159,General Motors Industrial Design Award,2001
PA,165,Regional Winners,2001
NAT,174,Clarkson University Part. Scholarship,2001
NAT,175,Chairman's Award Finalist,2001
CT,175,Regional Winners,2001
NJ,175,Regional Winners,2001
NJ,175,Incredible Play of the Day,2001
NJ,175,General Motors Industrial Design Award,2001
NAT,176,Leadership in Controls Award,2001
NJ,176,J&J Sportsmanship,2001
NAT,177,Clarkson University Part. Scholarship,2001
NAT,177,Championship Division Winners - Galileo,2001
CT,177,Regional Winners,2001
MI2,177,General Motors Industrial Design Award,2001
NAT,178,Clarkson University Part. Scholarship,2001
MI1,182,Regional Winners,2001
NAT,186,AutoDesk Honorable Mention-Compelling Creativity,2001
MI1,188,Judges' Award,2001
NY1,190,Motorola Quality Award,2001
NY1,190,Regional Winners,2001
NAT,191,ASME Scholarship,2001
NAT,191,Autodesk Award for Realization,2001
NJ,191,DaimlerChrysler Team Spirit Award,2001
NJ,191,Regional Finalists,2001
NAT,192,Frank W Olin College Scholarship,2001
NAT,192,Championship Division Finalists - Curie,2001
CA2,192,Motorola Quality Award,2001
CA1,192,Xerox Creativity Award,2001
CA1,192,Regional Finalists,2001
TX,215,Regional Winners,2001
NAT,217,Championship Division Winners - Curie,2001
IL,217,J&J Sportsmanship,2001
MI1,221,Judges' Award,2001
NAT,225,Drexel University Scholarship,2001
NAT,229,Clarkson University Part. Scholarship,2001
TX,231,Incredible Play of the Day,2001
TX,231,Regional Finalists,2001
NAT,232,U of Detroit-Mercy Scholarship,2001
PA,233,Regional Finalists,2001
PA,233,General Motors Industrial Design Award,2001
FL,233,DaimlerChrysler Team Spirit Award,2001
NAT,234,"Delphi ""Driving Tomorrow's Technology"" Award",2001
IL,234,Judges' Award,2001
IL,234,Regional Winners,2001
FL,234,"Delphi ""Driving Tomorrow's Technology"" Award",2001
NAT,236,Championship Division Finalists - Newton,2001
NAT,247,U of Detroit-Mercy Scholarship,2001
NAT,249,Championship Division Finalists - Galileo,2001
MI1,249,"Delphi ""Driving Tomorrow's Technology"" Award",2001
NY1,250,Regional Winners,2001
NAT,254,Championship Finalist,2001
NAT,254,Championship Division Winners - Archimedes,2001
CA2,254,#1 Seed,2001
CA2,254,Regional Winners,2001
CA1,254,Regional Winners,2001
CA1,254,#1 Seed,2001
CA1,254,Incredible Play of the Day,2001
CA1,254,General Motors Industrial Design Award,2001
CA2,256,Regional Winners,2001
CA1,256,Regional Finalists,2001
CA1,260,Regional Winners,2001
NAT,263,Clarkson University Part. Scholarship,2001
NY1,263,"Delphi ""Driving Tomorrow's Technology"" Award",2001
NY1,263,Regional Winners,2001
NAT,267,Championship Division Finalists - Galileo,2001
FL,267,Regional Finalists,2001
FL,267,Motorola Quality Award,2001
IL,269,Regional Winners,2001
NY1,271,Imagery Award,2001
NAT,279,Championship Winner,2001
NAT,279,Championship Division Winners - Newton,2001
PA,287,Xerox Creativity Award,2001
NY1,287,Regional Finalists,2001
NY1,287,DaimlerChrysler Team Spirit Award,2001
NAT,288,AutoDesk Honorable Mention-Technical Execution,2001
MI2,288,Motorola Quality Award,2001
NAT,292,Purdue Scholarship,2001
NAT,294,Championship Winner,2001
NAT,294,Championship Division Winners - Newton,2001
CA1,294,Imagery Award,2001
CA1,294,Regional Winners,2001
CT,296,Xerox Creativity Award,2001
CA2,298,"Delphi ""Driving Tomorrow's Technology"" Award",2001
NY2,300,Judges' Award,2001
NAT,301,Championship Division Finalists - Newton,2001
MI2,301,Judges' Award,2001
MI2,301,Regional Winners,2001
NAT,302,Championship Division Finalists - Newton,2001
NAT,302,Kettering University Scholarship,2001
MI2,302,Regional Finalists,2001
NJ,303,#1 Seed,2001
NJ,303,"Delphi ""Driving Tomorrow's Technology"" Award",2001
NJ,303,Regional Finalists,2001
PA,304,Regional Finalists,2001
MI1,308,Incredible Play of the Day,2001
MI1,308,Regional Finalists,2001
MI1,308,General Motors Industrial Design Award,2001
NAT,312,Championship Division Finalists - Archimedes,2001
NAT,312,DaimlerChrysler Team Spirit Award,2001
FL,312,Regional Winners,2001
MI2,313,Judges' Award,2001
NAT,314,Kettering University Scholarship,2001
MI1,314,J&J Sportsmanship,2001
PA,316,Regional Winners,2001
TX,317,Regional Finalists,2001
NAT,317,Autodesk Award for Visualization,2001
NAT,329,Championship Division Finalists - Newton,2001
NAT,329,Daniel Webster College Scholarship,2001
CA2,330,Xerox Creativity Award,2001
CA1,330,Regional Winners,2001
NY2,331,Regional Winners,2001
VA,337,Judges' Award,2001
VA,339,Xerox Creativity Award,2001
NAT,340,Championship Division Winners - Galileo,2001
NY1,340,#1 Seed,2001
NY1,340,Imagery Award,2001
FL,342,#1 Seed,2001
FL,342,Leadership in Controls Award,2001
FL,342,Incredible Play of the Day,2001
FL,342,Regional Finalists,2001
FL,342,Imagery Award,2001
NAT,343,Kleiner Perkins Caufield & Byers Entrepreneurship Award,2001
VA,343,Regional Winners,2001
VA,343,Incredible Play of the Day,2001
VA,343,General Motors Industrial Design Award,2001
FL,343,Regional Winners,2001
FL,343,Judges' Award,2001
NAT,348,Northeastern University Scholarship,2001
NAT,349,Championship Finalist,2001
NAT,349,Championship Division Winners - Archimedes,2001
NY1,353,Regional Winners,2001
NY1,353,Xerox Creativity Award,2001
NAT,358,Drexel University Scholarship,2001
CA2,359,Judges' Award,2001
CA2,359,Regional Winners,2001
TX,364,Regional Finalists,2001
NAT,365,Championship Winner,2001
NAT,365,Championship Division Winners - Newton,2001
PA,365,#1 Seed,2001
PA,365,Motorola Quality Award,2001
PA,365,Regional Winners,2001
NJ,365,Regional Finalists,2001
NJ,365,Imagery Award,2001
CA2,368,DaimlerChrysler Team Spirit Award,2001
NY2,371,Regional Finalists,2001
NY2,375,Regional Finalists,2001
CA2,376,Regional Finalists,2001
MI1,382,Regional Finalists,2001
VA,383,Regional Winners,2001
VA,384,#1 Seed,2001
VA,384,Leadership in Controls Award,2001
VA,384,Regional Finalists,2001
TX,393,Xerox Creativity Award,2001
TX,393,Regional Finalists,2001
NAT,401,Championship Division Finalists - Curie,2001
VA,401,Regional Finalists,2001
CA2,409,Judges' Award,2001
CA1,410,"Delphi ""Driving Tomorrow's Technology"" Award",2001
CA1,410,Regional Finalists,2001
NJ,417,Incredible Play of the Day,2001
TX,418,Imagery Award,2001
CT,419,Regional Finalists,2001
NY2,421,Judges' Award,2001
VA,422,"Delphi ""Driving Tomorrow's Technology"" Award",2001
PA,433,Judges' Award,2001
VA,435,DaimlerChrysler Team Spirit Award,2001
VA,435,Regional Winners,2001
TX,442,General Motors Industrial Design Award,2001
PA,444,DaimlerChrysler Team Spirit Award,2001
TX,446,Motorola Quality Award,2001
TX,446,Regional Winners,2001
NAT,448,Drexel University Scholarship,2001
FL,459,Regional Winners,2001
IL,461,DaimlerChrysler Team Spirit Award,2001
CT,467,"Delphi ""Driving Tomorrow's Technology"" Award",2001
NJ,467,Leadership in Controls Award,2001
IL,468,Regional Finalists,2001
NAT,469,Championship Division Finalists - Curie,2001
MI1,469,Regional Finalists,2001
MI2,469,J&J Sportsmanship,2001
IL,475,Judges' Award,2001
TX,476,Regional Winners,2001
TX,476,"Delphi ""Driving Tomorrow's Technology"" Award",2001
NAT,476,Imagery Award,2001
CA2,480,Judges' Award,2001
PA,484,Regional Finalists,2001
PA,487,J&J Sportsmanship,2001
CA2,492,Rookie All Star Award,2001
NJ,493,Rookie All Star Award,2001
NY1,496,General Motors Industrial Design Award,2001
CA1,498,DaimlerChrysler Team Spirit Award,2001
CT,500,Rookie All Star Award,2001
CA2,500,Rookie All Star Award,2001
CT,501,Regional Winners,2001
NY2,501,Regional Finalists,2001
MI1,503,Rookie All Star Award,2001
VA,510,Imagery Award,2001
TX,513,Judges' Award,2001
NY1,514,J&J Sportsmanship,2001
NY1,514,Regional Finalists,2001
NJ,517,Highest Rookie Seed,2001
MI2,518,Highest Rookie Seed,2001
CT,521,Rookie All Star Award,2001
NY2,522,"Delphi ""Driving Tomorrow's Technology"" Award",2001
NY2,522,Incredible Play of the Day,2001
NY2,522,Regional Finalists,2001
CA1,524,J&J Sportsmanship,2001
CA1,524,Regional Finalists,2001
PA,528,Rookie All Star Award,2001
NY1,533,Regional Winners,2001
NY1,533,Rookie All Star Award,2001
IL,535,Rookie All Star Award,2001
MI2,535,Rookie All Star Award,2001
MI2,535,Regional Finalists,2001
NAT,538,Championship Division Finalists - Archimedes,2001
FL,538,Highest Rookie Seed,2001
FL,538,Regional Winners,2001
FL,538,General Motors Industrial Design Award,2001
NY1,545,Highest Rookie Seed,2001
NAT,547,Rookie All Star Award,2001
VA,547,Rookie All Star Award,2001
MI1,548,Regional Winners,2001
NY2,549,Motorola Quality Award,2001
NY2,549,Regional Winners,2001
MI1,557,Rookie All Star Award,2001
PA,563,Highest Rookie Seed,2001
NY1,569,Rookie All Star Award,2001
NY1,569,Regional Finalists,2001
NY2,571,Rookie All Star Award,2001
NAT,573,Championship Division Finalists - Curie,2001
MI1,573,Regional Finalists,2001
MI2,573,Rookie All Star Award,2001
VA,578,Regional Winners,2001
FL,582,Rookie All Star Award,2001
TX,590,Judges' Award,2001
CA1,591,Judges' Award,2001
CA1,598,Regional Finalists,2001
CA1,599,Highest Rookie Seed,2001
CA1,599,Kleiner Perkins Caufield & Byers Entrepreneurship Award,2001
NY1,601,Judges' Award,2001
VA,602,Regional Finalists,2001
NAT,606,Rookie All Star Award,2001
CA1,606,Rookie All Star Award,2001
VA,608,Judges' Award,2001
NJ,613,Rookie All Star Award,2001
VA,615,J&J Sportsmanship,2001
VA,619,Judges' Award,2001
VA,619,Regional Finalists,2001
TX,624,Highest Rookie Seed,2001
CA1,634,Leadership in Controls Award,2001
CA2,636,Regional Winners,2001
NY2,639,Judges' Award - Exemplifying the meaning of FIRST,2001
NY2,640,Rookie All Star Award,2001
VA,642,Highest Rookie Seed,2001
VA,642,Rookie All Star Award,2001
VA,642,Regional Finalists,2001
NAT,643,Autodesk - Rising Star,2001
CA2,645,Highest Rookie Seed,2001
CA2,645,Regional Finalists,2001
NY1,646,Regional Finalists,2001
TX,647,Rookie All Star Award,2001
IL,648,Rookie All Star Award,2001
CA2,649,Regional Finalists,2001
PA,651,Rookie All Star Award,2001
NAT,655,Judges' Award - Utilizing Small Parts w/big determination,2001
TX,660,Rookie All Star Award,2001
NY2,663,Regional Winners,2001
IL,664,Highest Rookie Seed,2001
FL,665,Rookie All Star Award,2001
TX,676,J&J Sportsmanship,2001
CA1,691,Rookie All Star Award,2001
NY2,694,Regional Finalists,2001
MI1,695,Highest Rookie Seed,2001
CA1,698,Regional Winners,2001
TX,704,Regional Winners,2001
NY2,713,Highest Rookie Seed,2001
NY2,713,#1 Seed,2001
NY2,713,Regional Winners,2001
NY2,713,Xerox Creativity Award,2001
NAT,714,Frank W Olin College Scholarship,2001
NY2,714,J&J Sportsmanship,2001
CT,716,Highest Rookie Seed,2001
GL,1,Regional Chairman's Award,2002
ON,5,Kleiner Perkins Caufield & Byers Entrepreneurship Award,2002
NJ,7,Regional Winners,2002
NJ,7,General Motors Industrial Design Award,2002
MI,9,Judges' Award,2002
ON,11,Xerox Creativity Award,2002
NJ,11,Regional Finalists,2002
TX,16,Regional Finalists,2002
TX,16,#1 Seed,2002
TX,16,General Motors Industrial Design Award,2002
MO,16,"Delphi ""Driving Tomorrow's Technology"" Award",2002
MO,16,#1 Seed,2002
MO,16,Regional Winners,2002
NY,19,Kleiner Perkins Caufield & Byers Entrepreneurship Award,2002
PA,21,J&J Sportsmanship,2002
FL,21,DaimlerChrysler Team Spirit Award,2002
CA,22,Regional Chairman's Award,2002
WA,22,#1 Seed,2002
WA,22,J&J Sportsmanship,2002
NJ,25,Regional Finalists,2002
NJ,25,Engineering Inspiration Award,2002
CMP,25,Championship Division Winners - Archimedes,2002
MI,27,Regional Finalists,2002
LI,28,Regional Winners,2002
NJ,30,Judges' Award,2002
MO,31,J&J Sportsmanship,2002
MI,33,Regional Winners,2002
TX,34,Regional Winners,2002
MO,34,Imagery Award,2002
NY,41,Regional Finalists,2002
CMP,45,AutoDesk Honorable Mention-Technical Execution,2002
IL,45,Regional Chairman's Award,2002
IL,45,Regional Finalists,2002
MI,47,Incredible Play,2002
MI,47,Regional Winners,2002
MI,47,General Motors Industrial Design Award,2002
GL,47,Judges' Award,2002
OH,47,"Delphi ""Driving Tomorrow's Technology"" Award",2002
ON,48,Leadership in Controls Award,2002
GL,49,Judges' Award,2002
OH,49,Regional Chairman's Award,2002
LI,56,Imagery Award,2002
TX,57,Engineering Inspiration Award,2002
CA,60,Regional Winners,2002
CA,60,General Motors Industrial Design Award,2002
SJ,60,Regional Winners,2002
SJ,60,Motorola Quality Award,2002
SJ,60,Incredible Play,2002
CMP,60,Championship Division Winners - Curie,2002
CMP,60,General Motors Industrial Design Award,2002
PA,63,Regional Winners,2002
CA,64,"Delphi ""Driving Tomorrow's Technology"" Award",2002
CA,64,Regional Winners,2002
CA,64,#1 Seed,2002
CMP,64,AutoDesk Honorable Mention-Compelling Creativity,2002
CMP,64,Championship Division Winners - Curie,2002
WA,64,Leadership in Controls Award,2002
MI,65,Kleiner Perkins Caufield & Byers Entrepreneurship Award,2002
GL,65,Regional Winners,2002
GL,65,#1 Seed,2002
MI,66,Motorola Quality Award,2002
MI,66,Regional Finalists,2002
CMP,66,Championship Winner,2002
CMP,66,Championship Division Winners - Newton,2002
MI,67,Incredible Play,2002
MI,67,Leadership in Controls Award,2002
MI,67,#1 Seed,2002
GL,67,Engineering Inspiration Award,2002
GL,67,Regional Winners,2002
CMP,67,Woodie Flowers Award,2002
OH,67,Regional Finalists,2002
OH,67,#1 Seed,2002
OH,67,General Motors Industrial Design Award,2002
MI,68,Imagery Award,2002
GL,68,Imagery Award,2002
GL,68,Regional Finalists,2002
OH,68,Regional Finalists,2002
OH,68,Xerox Creativity Award,2002
CT,69,Judges' Award,2002
CT,69,Regional Winners,2002
MI,71,"Delphi ""Driving Tomorrow's Technology"" Award",2002
CMP,71,Championship Division Winners - Newton,2002
CMP,71,Championship Winner,2002
IL,71,Engineering Inspiration Award,2002
IL,71,Regional Winners,2002
MI,74,Regional Chairman's Award,2002
NJ,75,Kleiner Perkins Caufield & Byers Entrepreneurship Award,2002
IL,79,Judges' Award,2002
IL,79,Regional Finalists,2002
CA,80,Regional Finalists,2002
NJ,84,Leadership in Controls Award,2002
NJ,84,Regional Finalists,2002
NJ,84,#1 Seed,2002
MI,85,Engineering Inspiration Award,2002
FL,86,Xerox Creativity Award,2002
PA,87,Imagery Award,2002
VA,87,Regional Finalists,2002
VA,87,Motorola Quality Award,2002
CT,88,Regional Finalists,2002
NJ,88,DaimlerChrysler Team Spirit Award,2002
CMP,93,Championship Finalist,2002
IL,93,Motorola Quality Award,2002
IL,93,Incredible Play,2002
NJ,95,Incredible Play,2002
SJ,100,DaimlerChrysler Team Spirit Award,2002
CT,103,Regional Winners,2002
NJ,103,Judges' Award,2002
MI,107,Xerox Creativity Award,2002
MI,107,J&J Sportsmanship,2002
IL,107,General Motors Industrial Design Award,2002
IL,107,Regional Winners,2002
IL,108,J&J Sportsmanship,2002
IL,109,"Delphi ""Driving Tomorrow's Technology"" Award",2002
GL,111,Kleiner Perkins Caufield & Byers Entrepreneurship Award,2002
CMP,111,Autodesk Award for Visualization,2002
IL,111,#1 Seed,2002
IL,111,Imagery Award,2002
IL,111,Regional Finalists,2002
SJ,114,People's Choice Animation Award,2002
CMP,114,Autodesk Award for Visualization,2002
SJ,115,Regional Finalists,2002
CMP,118,Championship Division Winners - Archimedes,2002
CMP,118,J&J Sportsmanship,2002
TX,118,Xerox Creativity Award,2002
TX,118,Motorola Quality Award,2002
TX,118,Regional Finalists,2002
CMP,120,Engineering Inspiration Award,2002
OH,120,Engineering Inspiration Award,2002
CT,121,Regional Winners,2002
CMP,121,Championship Division Finalists - Archimedes,2002
CMP,121,Motorola Quality Award,2002
CMP,121,#1 Seed - Archimedes Division,2002
NY,121,Regional Chairman's Award,2002
PA,122,Regional Finalists,2002
PA,122,General Motors Industrial Design Award,2002
VA,122,Leadership in Controls Award,2002
VA,122,#1 Seed,2002
MI,128,DaimlerChrysler Team Spirit Award,2002
CT,131,Regional Chairman's Award,2002
IL,135,Leadership in Controls Award,2002
CT,138,Leadership in Controls Award,2002
CMP,144,Championship Division Winners - Curie,2002
CMP,144,#1 Seed - Curie Division,2002
CT,145,General Motors Industrial Design Award,2002
TX,148,Regional Chairman's Award,2002
CT,151,Engineering Inspiration Award,2002
CT,155,Imagery Award,2002
PA,157,Regional Winners,2002
PA,157,#1 Seed,2002
CT,157,#1 Seed,2002
CT,157,Motorola Quality Award,2002
WA,159,Regional Chairman's Award,2002
WA,159,Kleiner Perkins Caufield & Byers Entrepreneurship Award,2002
CT,166,Incredible Play,2002
CMP,166,AutoDesk Honorable Mention-Content Communication,2002
CMP,168,Championship Division Finalists - Newton,2002
CMP,168,Incredible Play - Newton,2002
MO,171,Regional Finalists,2002
MO,171,Engineering Inspiration Award,2002
LI,173,Judges' Award,2002
LI,173,Regional Winners,2002
CT,173,Regional Finalists,2002
CMP,173,#1 Seed - Newton Division,2002
CMP,173,Championship Division Winners - Newton,2002
CMP,173,Championship Winner,2002
CT,175,Judges' Award,2002
NJ,175,Regional Chairman's Award,2002
CMP,175,Chairman's Award,2002
NJ,176,"Delphi ""Driving Tomorrow's Technology"" Award",2002
CMP,176,Xerox Creativity Award,2002
CMP,180,Championship Finalist,2002
